ID,ClusterID,Title,QuestionContent,SolutionContent,Components,Symptoms,Resolutions
2708,D,macbook pro electric shocks,"have had my macbook pro for just over 12 months and since day 1 - if i use the 3 pin plug i get electric shocks from my aluminium unibody, its the same if i fit a european type plug but not if i use the long flex lead - i think this is because it has an earth... ‘_ so - why is my mac giving me shocks, and does anyone else have the same issue? ‘_ i know its not just my macbook pro - i bought my daughter an imac 21' last month and i was trying to plug a usb printer in to it in the dark and as the usb connector made contact with the aluminium body there were sparks... ‘_ anyone else find this?","i am wearing rubber slippers on marble stone floor and it still gives me constant shock, so that is not the solution from what i gather...","plug,plug,imac,usb,usb,connector","macbook,pro,macbook,pro,pin,plug,unibody,fit,type,plug,long,lead,mac,give,issue","wear,give,shock,solution"
2710,D,macbook pro battery cycles going up before 100% usage,"i noticed the battery cycle count on my macbook pro is going up before 100% is accumulated.‘_ for example, if i use 50% of the battery one day (and charge it up) and then 30% the next day the cycle count goes up one.‘_ the battery was used only 80% before the cycle count went up.‘_ i have been monitoring for multiple cycles now and the count goes up before 100% is reached.‘_ anyone else notice this or have this problem?‘_ when the cycle count goes up immediately monitor the percentage used and let me know if you guys are getting 100%, thanks!",i think i figured out why i'm not getting an accumulation of 100% battery usage before a battery cycle count goes up. my battery health is at 103%. the macbook will only display 100% charged even if it goes over. when fully charged it'll hold almost 6880mah. the battery max is 6669mah. so if i use my battery from 100% to 80% 5 times i'm not accumulating 100%. i'm actually accumulating 115%. the macbook pro battery must be counting it as 103%-80%=23% used.‘_ 23%(5x) = 115% ‘_ i suppose when battery health reaches 100% the readings will be more accurate.,"battery,battery,battery,battery,battery,battery,battery,battery,battery,battery,battery","macbook,pro,battery,cycle,usage,battery,cycle,count,macbook,pro,battery,charge,cycle,count,battery,cycle,count,monitor,multiple,cycle,count,reach,problem,cycle,count,monitor,percentage,guy","figure,battery,usage,battery,cycle,count,battery,health,macbook,display,charge,charge,hold,battery,max,battery,macbook,pro,battery,count,suppose,battery,health,reach,reading,accurate"
2711,D,macbook pro is not powering up,macbook pro 15 late 2015 model is not powering up,the problem was the power switch was defective. the entire top including keyboard had to be replaced to resolve the issue. very disappointed in apple's quality for a machine that is just 2 years old.,"power,keyboard","macbook,pro,power,macbook,pro,late,model,power","problem,power,switch,defective,entire,top,keyboard,replace,resolve,issue,disappointed,apple,quality,machine,old"
2712,D,lost lots of mah in 109 cycles.,"hi, ‘_ are these battery stats normal?these are from an app called 'battery health' on the os x app store. 13inch early 2015 rmpb.age 2.3 years. current max 6036 mahoriginal max 6559mah health 92% charge cycles, 109. what i'm worried about is how much mah have gone in just 109 cycles. ‘_ they say you can do up to 1000 cycles and battery will go to 80% capacity.","hi, ‘_ one of my machines is a 2014 mbp with 22 cycles on it. it has 'lost' about 200 mah over time. given the difference in cycles, yours appears to be depleting at about the same rate. i'm not worried about it... ‘_ and remember, it says 'up to 1000 cycles' at 80% capacity. that does not mean it will get that far. some people reach that number, a relative few get more, and most get somewhere in between.","battery,battery,os x,charge,battery","lose,lot,battery,app,call,battery,health,app,store,early,current,max,max,health,charge,cycle,worried,cycle,cycle,battery,capacity","machine,mbp,cycle,lose,give,difference,cycle,rate,worry,remember,cycle,capacity,mean,people,reach"
2713,D,mag safe 2 power adapter,"good afternoon, ‘_ i have bought an mac book pro in 2013 and i had to change twice the 85 w mag safe 2 power adapter since then.‘_ the last one, bought in april this year, is already getting strain relief damage and it has a funny yellowish colour near the plug of the laptop.‘_ my question are:‘_  ‘_ 1.) do i use the right power adapter?‘_ i bought my laptop in canada and moved to spain so electrical voltage could be explaining why... ‘_ 2.) what can i do to keep it in good condition?‘_ i am very careful already when i unplugged it. ‘_ 3.) does it harm it if i only unplugged the laptop end when fully charged?‘_ should i unplugged the end on the wall instead? ‘_ thanks, any recommendations are welcome","hi, ‘_ 1. the voltage adapts from canada's to spain's and nearly everywhere else in the world, so that's not an issue. ‘_ 2. about all you can do is be careful to hold the connection as close to the end as possible (not the cable) when removing it from the mbp. also, when you pack it up to transport it somewhere, don't wind it to tight so the connection end can get bent sharply. ‘_ 3. no, it shouldn't. no, you shouldn't need to.","power adapter,power adapter,plug,power adapter,connection,cable,connection","safe,power,adapter,question,power,adapter,good,condition,careful,unplugged,unplug,laptop,end,charge,unplug,end,wall,recommendation,welcome","voltage,world,issue,careful,hold,connection,close,end,cable,remove,mbp,pack,connection,end,bent"
2714,D,how is the best way to calibrate de battery of a macbook pro,"so i just got a new macbook pro 13 this yesterday, i was wondering how is the best way to charge it for the first time and how to calibrate de battery. ‘_ thanks",charge it right up to 100%.‘_ i suggest leaving it plugged in for a short while (perhaps 15 minutes) once it reaches 100% for the first time.‘_ it should have come with a reasonable amount of charge once you open the box.,"battery,battery,charge,charge,box","best,calibrate,battery,macbook,pro,macbook,pro,best,charge,calibrate,battery","charge,suggest,leave,plug,short,reach,amount,charge,open,box"
2715,D,shocks from mbp,"hello, ‘_ this is a strange one. when i'm typing on my mbp (early 2015) i'm getting almost a pin stab type feeling from the edge against the hairs on the underside of my arm. when i hover my arms close to the mbp it causes a sharp pin feeling against my arm, almost like static but quite painful. i've just tried it without the power cable plugged in and i don't get the problem. i live in cyprus so i'm not sure whether current is being affected, anyone shed light on this as it's uncomfortable to type sometimes?","hi, ‘_ are you using the grounded extension cord or just the prongs directly from the power adapter? use the grounded cord if you're not already. if you are, the house's electrical system may not be properly grounded and some electrical work may be in order.","power,cable,light,extension,power adapter","mbp,strange,typing,mbp,early,pin,type,edge,close,mbp,cause,pin,static,live,current,affect,light,type","ground,extension,cord,power,adapter,ground,cord,electrical,system,ground,electrical,work,order"
2716,D,power adapter extension,"i recently bought the 2017 macbook pro (15 inch) and it uses an 87 watt power adapter. for some reason, apple decided not to include the power cord extension that they included in previous versions of the macbook packaging. i have a power adapter extension cord from the 2013 macbook pro (13 inch) and was wondering if it was wise to combine the two because i can't find any information on the amount of electricity the extension cord can handle. ‘_ thanks a lot in advance for any help!",hi archieny: ‘_ that is exactly what i did. i have a 2011 macbook pro 13' and i used the cord from that adapter for my 2017 macbook pro 15'. ‘_ works great. ‘_ kim,"power adapter,extension,power adapter,power,extension,power adapter,extension,information,extension,adapter","power,adapter,extension,reason,apple,decide,power,cord,extension,previous,version,macbook,packaging,power,adapter,extension,cord,macbook,pro,inch,information,amount,extension,cord,handle","macbook,pro,cord,adapter,macbook,pro,work,great"
2717,D,turn on/off using touch id,"how do i turn on my macbook pro (2016) without closing and opening the lid, please? i tried pressing on the touch id for 10 seconds but it doesn't work.",hi mac_2016: ‘_ if you press the touch id it behaves like a power button. are you just touching it or pressing it. try experimenting. you may have to hold it for a second and release. it works on mine. ‘_ kim,"touch id,lid,touch id,touch id,power button","turn,touch,turn,macbook,pro,close,open,lid","press,touch,behave,power,button,touch,press,hold,release,work,mine"
2719,D,"2017 mbp 13' non-touchbar electric shock, popping sound","hi there, today at work i had my brand new 2017 mbp 13' non-touchbar plugged in using the stock 2 pronged usb-c power adapter to a surge protector strip. i was also plugged in via aux cord to a set of (audioengine i believe) speakers. this was my first time working in this particular office so i am not sure if everything is properly ground/etc. ‘_ on 3 or 4 occasions (hopefully no more that i didn't notice), i went to touch the keyboard/chassis of the laptop and felt a little static electricity *pop* and heard a little crackle pop noise, both from my finger and over the speaker. ‘_ now back at home i have not yet plugged in my laptop to test anything, and i have not been shocked since. everything seems normal with it, but i am curious if any damage could have been done? ‘_ side note- the other day, at home, while my laptop was plugged in, i actually felt that 'vibration' feeling of leaking current on the back of the screen. it went away after a bit, and i read that that is more or less a normal occurrence. this seemed a lot weirder. ‘_ edit- here's a video of the closest thing i could find to what i experienced. i didn't see the visible spark because i was in a lit room, but this is what is sounded like. macbook pro electric shocks?? - youtube ‘_ thanks!","i don't think it ever caused damage to anyone's system. there were a lot of factors which lead to static. one was what type of surface the laptop was on, what type of surface the user was on, the humidity, etc. i think most likely the static was caused by something spinning inside the laptop. the only think it could be is the fans. ‘_ kim","power adapter,speaker,speaker,screen,video,fan","mbp,pop,sound,work,brand,mbp,plug,stock,usb-c,power,adapter,strip,plug,cord,set,speaker,work,office,occasion,touch,laptop,feel,static,pop,hear,pop,noise,finger,speaker,back,home,plug,laptop,test,normal,curious,damage,side,note,home,laptop,plug,feel,current,back,screen,bit,read,normal,lot,edit,video,closest,experience,visible,light,room,sound,macbook,pro,youtube","cause,damage,system,lot,factor,lead,type,surface,laptop,type,surface,user,cause,spin,laptop,fan"
2720,D,macbook pro 13' mid 2012 boots only when lid is closed,"i shut down my mbp last night. this morning when i turned it on there was boot chime and sounds from dvd bay but no hdd sound and screen remained black. after trying a variety of things for black screen on boot up (sms, pram reset etc, nothing worked), i connected it to an external monitor. again tried to boot and found nothing on external monitor. the only way i have found that works is: connect to external monitor, press power button and quickly close the lid. once the login screen is seen on the monitor i can open the lid and use it with external monitor. keybord and touch pad workbut lcd stays black (although i can see faint desktop if i shine light on it). it is not simply the question of backlight being blown as the computer simply will not boot with lid open, period. please help.",you'd better make genius bar appointment or take your macbook pro to apple authorized service provider to show them your macbook pro determine whether it's caused by hardware or software related issue.,"boot,lid,boot,dvd,hdd,screen,screen,boot,monitor,boot,monitor,monitor,power button,lid,login screen,monitor,lid,monitor,desktop,light,boot,lid,genius bar,service,hardware,software","shut,mbp,work,connect,external,monitor,press,power,button,close,lid,login,screen,monitor,open,lid,external,monitor,touch,pad,lcd,stay,black,desktop,light","better,make,genius,bar,appointment,macbook,pro,apple,authorize,service,provider,show,macbook,pro,determine,cause,hardware,software,related,issue"
2721,D,disable discrete gpu,"hello, i know this has been asked before but i can't find any recent threads talking about this so i figured i would ask for myself. ‘_ anyways, i have a late 2015 macbook pro with the intel i7 4870hq and amd r9 m370x discrete gpu. i don't want to have the amd gpu turned off permanently, but pretty much what i would like to know is if i can disable it for a specific application. for example, i like to lay in bed and play old school runescape. unfortunately, according to activity monitor, jagexappletviewer is set to requires high perf gpu and it drains the battery crazy fast and also heats up the macbook a lot more than i want it to. i mean, i am only running old school runescape which isn't a demanding game at all and i know the intel integrated graphics can easily handle it, which would help lower power usage and heat. ‘_ so if anyone knows of a way i can set it to where that application listed above, is set to run on integrated graphics, that would be amazing and help out so much!","hi, you can't set it up just for a specific app, but this app should allow you to run on integrated graphics: releases ‘ö steveschow/gfxcardstatus ‘ö github","i7,application,monitor,battery,graphic,power,application,graphic,graphic","disable,discrete,gpu,recent,thread,talk,figure,late,macbook,pro,intel,amd,discrete,gpu,amd,gpu,turn,disable,specific,application,play,old,school,accord,activity,monitor,set,require,high,gpu,drain,battery,crazy,fast,heat,macbook,lot","set,specific,app,app,allow,run,integrated,graphic,release"
2722,D,how do i charge macbook pro in my car?,how do i charge macbook pro in my car?,"hi, ‘_ you'll need a power inverter such as this: kensington auto/air power inverter with usb ports - apple","charge,charge,power,power,usb,port","charge,macbook,pro,charge,macbook,pro","power,power,usb,port,apple"
2723,D,fan not working,recently i've noticed that only the right side of my macbook pro 13' mid 2014 is blowing air. any ideas why the left side is just like not blowing air? i've tried cleaning the fan but nothing seems to be working.,"hi, ‘_ that model has only one fan, so there's nothing wrong.","fan,fan,fan","fan,work,side,macbook,pro,mid,air,idea,left,side,air","model,fan,wrong"
2724,D,macbook pro 13' touchbar 2016 will not charge,my macbook pro 13' touchbar 2016 will not charge. not charging with supplied thunderbolt 3 cable or griffen magnetic power cable. have tried all four thunderbolt ports with both cables and the power adapter that came with the laptop. tried multiple outlets in the house. also will not charge with our other macbook pro 2016 adapter.,"hi maverick: ‘_ if resetting the smc does not work, i would take it in to apple to have a look at it. hopefully you are still under the 1 year warrant. or maybe you have applecare? ‘_ make a genius bar appointment:‘_ genius bar  the evaluation will be free. ‘_ kim","thunderbolt,cable,power,cable,thunderbolt,port,cable,power adapter,adapter,smc,genius bar,genius bar","macbook,pro,touchbar,charge,macbook,pro,touchbar,charge,charge,supply,thunderbolt,cable,power,cable,charge,macbook,pro,adapter","maverick,reset,smc,work,apple,applecare,make,genius,bar,appointment,genius,bar,evaluation,free"
2725,D,how can i repair an almost broken cable of my power supply‘_ 85w macbook pro summer 2012,the cable power supply of my powerbook pro summer 2012 is almost broken on both sides. is there any possibility to repair the cable. or can apple do that for me? there are no nuts to unscrew,small additional note.‘_‘_ it is very unwise to diy repairs in these circumstances when the future use of (and all the data in an expensive machine) is at stake.,"cable,power supply,cable,power supply,cable,datum","cable,power,supply,powerbook,pro,break,side,apple","small,additional,note,repair,circumstance,future,datum,expensive,machine"
2726,D,can i use macbook pro without battery connected to the logic board (but the battery is still there) ?,"hello guys! ‘_ my situation: - my macbook pro battery health is super bad now (around 50%). the battery is like 3x fatter and i can't even close the lower case properly. i have to apply duct tape to keep the lower case attached to the machine. - i made an order of the new battery but i have to wait a week for it to be shipped. - i am not brave enough to continue using it now. i feels like there will be some bingo situation that the battery could explode to my face. - also, i am not brave enough to 'remove' the battery from the board by myself. the battery is glued to the case (early 2013 15' retina). i read some stories of people failed to remove it and spark a fire that burns the whole laptop. ‘_ the question is: so my idea is - can i just leave the battery there, but instead of remove the battery, i just disconnect the 'cord' that connects battery and logic board together - drawing power 100% from the power cord? - i did some research that running macbook pro on the power only from power cord will reduce the cpu speed. i don't mind that i just would like to know if there is any more harmful consequences i have to be concerned? ‘_ thank you in advanced. sorry for my non-native english","ok, i just tried it anyway. there is no safe way to remove the cable while keep the lower case closed. since the cable and the connector is placed in the position that can be easily pushed to touch together if the case is closed. so i better now try that.","battery,logic board,battery,battery,battery,case,case,battery,battery,battery,battery,case,retina,battery,battery,battery,logic board,power,power,power,power,cpu,speed,cable,case,cable,connector,case","macbook,pro,battery,connect,logic,board,battery,guy,situation,macbook,pro,battery,health,super,bad,battery,close,lower,case,apply,lower,case,attach,machine,make,order,battery,wait,continue,feel,situation,battery,face,battery,case,early,retina,research,run,macbook,pro,power,power,cord,reduce,cpu,speed,mind,concern,advance,english","safe,remove,cable,lower,case,close,cable,connector,place,position,touch,case,close,better"
2727,D,how can i tell what wattage my macbook pro (2016 touchbar) is charging at?,"i have a hootoo usb-c hub with pass-through charging. if i hook my 87 watt apple power supply to the passthrough port, will the hub deliver the full 87 watts of power, or is it a lower amount, e.g. 60watts? ‘_ is there a way in software to see the current wattage charging rate? ‘_ if it is a lower wattage than the apple-supplied 87 watts, is there a danger of damaging the computer?","jesse,  ‘_ i think i understand your question. to see what power wattage the computer is actually receiving: ‘_ 1. click on small apple icon on the top left of your screen and then select 'about this mac.' ‘_ 2. click on the 'system report' button. ‘_ 3. on the left side of the hardware list, select 'power.' ‘_ 4. on the right side, scroll down until you see 'ac charger information.' ‘_ the ac charger information will tell you exactly the current status of the ac power supply.‘_ in my experience, if you have a genuine apple 87w usb-c power adapter connected you will see the wattage displayed at 86 (on 15-inch mbp).‘_  ‘_ i typically use a usb hub which only passes through 49 watts as you can see from my screenshot below.‘_ a lower wattage is really just fine.‘_ i sometimes use the 13-inch mbp, 60-watt charger for travel use because it is smaller and lighter.‘_ i have no idea what the true engineering minimum spec for a 15-inch mpb is.‘_ running your computer at a lower wattage seems to be very common and typically not unsafe if you use quality cables and chargers. the 'con' of not using the full 87-watt source is that it will simply not charge the battery as quickly. ‘_ hope this helps  ‘_","hub,power supply,port,hub,power,software,power,icon,screen,system report,button,hardware,list,power,charger,information,charger,information,power supply,power adapter,usb,hub,charger,spec,cable,charger,source,battery","macbook,pro,touchbar,charge,usb-c,hub,hook,apple,power,supply,port,hub,deliver,full,power,lower,amount,software,current,charge,rate,lower,damage,computer","understand,question,power,computer,receive,click,small,apple,icon,top,left,screen,select,mac,click,system,report,button,left,side,hardware,list,select,power,side,scroll,charger,information,charger,information,current,status,power,supply,experience,genuine,apple,usb-c,power,adapter,connect,display,mbp,usb,hub,pass,watt,screenshot,lower,fine,mbp,charger,travel,smaller,idea,true,minimum,spec,run,computer,lower,common,quality,cable,charger,full,source,charge,battery,hope"
2728,D,it feels like cheating,"given the example in the entry where 1 cycle could take several days or even weeks if the charger is plugged in before the battery completely drained out, how will it impact the count on the maximum cycle for our mac? i mean, u know that u have been using the power cord most of the time to minimize the cycle count though. or is it how it is supposed to? i did read some other posts advising us to plug the power almost all the time as that's how the battery likes it.","the battery doesn't have to be charged to 100% to accumulate a 'charge cycle'. if you charged it from 25% to 50%, on 4 occasions, that would equate 1 charge cycle.  ‘_ there is no reason to try and micro-manage the charging process.","charger,battery,power,power,battery,battery,charge,charge,process","feel,give,cycle,charger,plug,battery,drain,count,maximum,cycle,mac,mean,power,cord,cycle,count,suppose,read,post,advise,plug,power,battery","battery,charge,charge,cycle,charge,charge,cycle,reason,charge,process"
2729,D,battery life macbook pro.,"i have a retina 13' mid 2014, 2.8ghz core i5, 8gb ddr3. how long should my battery last? this was a refurbished pc. it is up with all updates, etc. thanks.","there is no actual time limit.‘_ that depends on how often and for how long you use it.‘_‘_‘_ there is a number of 'working cycles' limit, but even that is variable. ‘_ how many cycles has your battery completed.‘_‘_‘_ for your model between 900 and 1000 would be regarded as satisfactory by apple.‘_‘_‘_ any more is a bonus; substantially less, say 600/700 would deserve a complaint in my view..","battery life,retina,battery,battery","battery,life,macbook,retina,mid,ghz,core,ddr3,long,battery","actual,limit,depend,long,work,cycle,limit,variable,cycle,battery,complete,model,regard,apple,complaint,view"
2730,D,brand new 2016 macbook pro 13 with touchbar keeps shutting down,"i have had my new macbook pro 13 2016 with touch bar, exactly 2 days.‘_‘_ in that time, it has shut down almost every single time i have left it idle with the lid shut for a few hours.‘_‘_ any ideas what might be causing this?‘_ i have parallels running as well and it causes it to incorrectly shut down windows. ‘_ thanks","hello, it looks like for me this solution worked.‘_ it's been over a week and i haven't had a single boot situation.‘_ i have noticed that when i open the lid, it can take 5-10 seconds for the screen to come on but at least every time i get the unlock with touch id arrow.‘_","touch bar,lid,window,boot,lid,screen,touch id","brand,macbook,pro,touchbar,shut,macbook,pro,touch,bar,shut,single,leave,idle,lid,shut,idea,cause,run,cause,shut,window","solution,work,single,boot,situation,open,lid,screen,unlock,touch"
2731,D,my 2010 macbookpro seems to be going down? magsafe connector does not connect properly? can this computer be overhauled?,can this macbookpro 2010 be overhauled or would it be to expensive?,"hi, ‘_ if it's just the power adapter, it's worth it. if it's the magsafe connection on mounted in the macbook pro, then it gets a lot more expensive replacing the magsafe dc-in board (macbook pro 15' uni mid 2010 magsafe dc-in board replacement - ifixit). if it's the logic board, you're probably better getting a new computer.","magsafe,connector,power adapter,magsafe,connection,magsafe,magsafe,logic board","macbookpro,magsafe,connector,connect,computer,macbookpro,expensive","power,adapter,worth,magsafe,connection,mount,macbook,pro,lot,expensive,replace,magsafe,board,macbook,pro,mid,magsafe,board,replacement,ifixit,logic,board,better,computer"
2732,D,my macbook pro gets super hot,"hello, ‘_ my macbook pro is getting hotter than i would expect given how i use the computer. the programs i use shouldn't be too demanding on my computer...i'm basically using google chrome, microsoft office, and steam (very rarely all at once).considering the amount of money i spent on this laptop and relevant accessories i don't want to invest in laptop cooling devices just yet. i just read that using it on your lap can cause it to overheat (but that's only a small percent of the time too). if someone can please recommend some tips/tricks to get my computer to stay cool i'd greatly appreciate it! ‘_ my computer's configuration:",some computers run hotter/cooler than others. yours appears to run a bit on the hotter side. fans are also a consideration. did you check them as i suggested? ‘_ i would not be at all concerned. ‘_ keep the mac on a flat hard surface so air can circulate around it as it should. do not use it on your lap or a bed or pillow.,"program,fan","macbook,pro,super,hot,macbook,pro,expect,give,computer,program,computer,google,chrome,microsoft,office,consider,amount,money,spend,laptop,accessory,laptop,device,read,cause,small,recommend,computer,stay,cool,appreciate,computer,configuration","computer,run,run,bit,side,fan,check,suggest,concern,mac,flat,hard,surface,air"
2733,D,my macbook pro retina 15 late 2012 is freezing and restarting very frequently,"does anyone has this issue now, since a week maybe my macbook acts like it's overheating perhaps and it just freeze or shuts down on it's own! it happens very frequent and i don't know maybe because of last upgrade that i have installed , i just wonder if this is happening to anyone else! please let me know","anything is possible when you upgrade a device. ‘_ i suggest that you try the following first to see if it will resolve the issue. if not, post back your results.","retina,upgrade","issue,macbook,act,freeze,shut,happen,upgrade,install,happen","upgrade,device,suggest,follow,resolve,issue,post,back,result"
2734,D,does a 30-pin to magnetic converter exist,"this might be a dumb question, or i am asking it oddly, but i have an 'old' ipad2, with a 30-pin power plug. the macbook pros now have a magnetic coupling power connection, as i understand. is there an adapter that i can use so i wouldnt have to carry power cords around for ipad and mbp?",nothing to add to my replies. it doesn't exist,"power,plug,power,connection,adapter,power,ipad","converter,exist,dumb,question,old,power,plug,macbook,pro,power,connection,understand,adapter,carry,power,cord,ipad,mbp","add,reply,exist"
2735,D,tips for charging a 2015 retina macbook pro?,my new mac will arrive in the next few days and i want to know how to charge it. i have never had a laptop. do i need to charge all day at the first time/charge? which is the better: charge all night and plug out in the morning or just charge always when i'm able to do it? i don't want to destroy the battery. i heard that you have to 'calibrate' the battery at the first time and i also heard that these new lithium ion batteries don't need calibration and they like if i charge it frequently. so which is the best way to keep the battery in the best condition for 6-7 years? thanks for the answers!,"hi, ‘_ today_„Žs lithium ion batteries are completely different than batteries of the past, and some people still live in the past regarding battery care, such as advising you to _„ñcalibrate_„ your battery, which is totally unnecessary. given that, there are vastly differing opinions on how to treat mac batteries.  ‘_ if you run using the power adapter as much as possible, then you're saving 'cycles' of which your battery has limited amount of (apple claims 'up to 1000' cycles). age will also take its toll on a battery, no matter the usage. some people will recommend running the battery down about 75% at once a month to keep it 'exercised' which lithium ion batteries do need some of, but apple has built that in to their charging circuit; after charging to 100% the battery won't charge anymore until it runs down to about 95% (which will occur naturally over time even with it plugged in), then charge it back up to 100%, etc.  ‘_ apple doesn_„Žt say there_„Žs anything wrong with leaving your mac notebook plugged in all the time, nor do they say you need to discharge it ever (unless you_„Žre not going to use your mac portable long term) so they don_„Žt think it_„Žs a problem either: http://www.apple.com/batteries/maximizing-performance/  ‘_ if, on the other hand, you want/need to use your battery with any frequency, go ahead, that_„Žs why it_„Žs there, to make your mac portable and able to run out in the field with no power supply available. ‘_ you can run your mac on battery for a little bit, then charge it back up to whatever level you want, and repeat this as many times as you want.  ‘_ in short, you can use your battery any way you want to.","retina,battery,battery,battery,battery,battery,battery,battery,battery,battery,power adapter,battery,battery,battery,battery,battery,battery,power supply,battery,battery","tip,charge,retina,macbook,mac,arrive,charge,laptop,charge,better,charge,plug,morning,charge,battery,hear,calibrate,battery,hear,battery,charge,best,battery,best,condition,answer","lithium,ion,battery,battery,past,people,live,past,regard,battery,care,advise,calibrate,battery,unnecessary,give,differ,opinion,treat,mac,battery,run,power,adapter,save,cycle,battery,limit,amount,apple,claim,cycle,age,battery,matter,usage,people,recommend,run,battery,exercise,lithium,ion,battery,apple,build,charge,circuit,charge,battery,charge,run,occur,plug,charge,back,apple,wrong,leave,mac,notebook,plug,discharge,mac,portable,long,term,problem,hand,battery,frequency,make,mac,portable,run,field,power,supply,run,mac,battery,bit,charge,back,level,repeat,short,battery"
2737,D,mbp 15' 2017: poor battery performance when connected to external video,"using mbp 15' 2017, running os x siera (10.12.6). ‘_ when i connect using either of the following, i get about 4-5 hrs battery use before i have gotten to 10% battery remaining charge: ‘_ a) connect with thunderbolt cable to 27' 2014 thunderbolt display or b) connect with correct adaptor to vga video projector. ‘_ if anyone has experienced this, please let us know. if you have experienced it and found some way to mitigate the problem please mention it. ‘_ best,  ---jon--","apple's estimates are not based using the system under those conditions. having built a number of pc's over the years the gpu is the single most intensive power supply vampire in any system, not only the gpu but the components around it which have to maintain optimal conditions for the rest of the computer. i have to agree with esquared, under the conditions in which you are using the system 4 hours is pretty good. estimates from apple or everyone else are just that: estimates. ‘_ for normal use like sticking the laptop on your desk and surfing facebook and pintrest for a few hours with nothing else attached to the device to draw power from it you can expect a few hours under normal conditions, outside of that it depends. i can bring a brand new laptop from any manufacturer from full charge to flat within an hour or two doing 3d rendering or some other gpu intensive workout. ‘_ see this article batteries - maximizing performance - apple ‘_ the only other thing i can think of is in Ç£>system preferences/energy saver you might want to un-tick automatic graphics switching which may already be off by default.","battery,video,os x,battery,battery,charge,thunderbolt,cable,thunderbolt display,adaptor,video,power supply,power,charge,battery,graphic","mbp,poor,battery,performance,connect,external,video,mbp,run,connect,follow,battery,battery,remain,charge,connect,thunderbolt,cable,thunderbolt,display,connect,correct,adaptor,vga,video,projector,experience,experience,problem,mention,best","apple,estimate,base,system,condition,build,gpu,single,intensive,power,supply,system,gpu,component,maintain,condition,rest,computer,agree,condition,system,good,estimate,apple,estimate,normal,stick,laptop,desk,attach,device,draw,power,expect,normal,condition,depend,bring,brand,laptop,manufacturer,full,charge,flat,gpu,intensive,article,battery,performance,apple,system,saver,automatic,graphic,switching,default"
2738,D,my keyboard battery is low on macbook pro 2011. can i change this myself?,"i have a 2011 macbook pro. i've been getting low keyboard battery and then the keys starting typing by themselves when i didn't have it plugged in. it's fine when attached to the power adaptor. in the past i have changed and replaced many batteries on various laptops but want to make sure this is something i can do myself if i buy a battery. also, is the main, large battery the one that is failing or is the keyboard battery a separate battery. i can't find any info on that. thank you.","hi, ‘_ if you've been 'getting low keyboard battery' then you must be using an external battery powered keyboard, and the batteries need to be changed.","keyboard,battery,keyboard,battery,key,power,adaptor,battery,battery,battery,keyboard,battery,battery,info,keyboard,battery,battery,keyboard,battery","keyboard,battery,low,macbook,pro,change,macbook,pro,low,keyboard,battery,key,start,typing,plug,fine,attach,power,adaptor,main,large,battery,fail,keyboard,battery,separate,battery,info","low,keyboard,battery,external,battery,power,keyboard,battery,change"
2739,D,why does my second display shut off?,"until recently, i was using two separate usb-c ports, one for power and the other to my hdmi second display.‘_ i was using the two because the display is dvi so i had an adapter that made using any other device on the apple usb-c digital av multiport adapter was not possible as it was too wide and blocked the ports.‘_  ‘_ so i bought a correct cable, hdmi to dvi, which works fine.‘_ what i have noticed, on one or more occasions, that when i plug the usb-c cable on the adapter into the power, the second screen shuts down and i have to completely restart the macbook pro to have it recognized.‘_  ‘_ this sounds suspiciously like either a faulty adapter or driver but i would like to hear from others. ‘_ thanks!","the solution to this, i have found through trial-and-error is if you plug in the power cable and the second display drops, is to simply leave all the power and hdmi plugged in (and usb if you have that plugged in as well), and then unplug the thunderbolt 3 cable from the mac and then plug it back in.‘_ this seems to work all the time and is not in the official troubleshooting page referenced above.","display,port,power,hdmus,display,display,dvi,adapter,adapter,port,cable,hdmus,cable,adapter,power,screen,adapter,driver,power,cable,display,power,hdmus,usb,thunderbolt,cable,page","display,shut,separate,usb-c,port,power,hdmus,display,display,dvi,adapter,make,device,apple,usb-c,digital,multiport,adapter,wide,block,port,sound,faulty,adapter,driver,hear","solution,plug,power,cable,display,drop,leave,power,hdmus,plug,usb,plug,unplug,thunderbolt,cable,mac,plug,back,work,official,troubleshooting,page,reference"
2740,D,my macbook is not starting up,"i have a macbook pro 13 inch 2012. the macbook does not want to startup and when i connect the safeway charger it is not charging and the led is off. however when the charger is plugged in and i press the sleep indicator button, one led blinks and then after all of them blink about 4-6 times.","take your laptop and charger to be diagnosed: you can get your device serviced by contacting apple support, or by visiting an apple store or apple authorized service provider next to your place: ‘_ ‘_ start a service request: http://getsupport.apple.com/getproductgrouplist.action?locale=en_us&caller=sfaq& prkeys=pf9 find an apple authorized service provider: https://locate.apple.com/us/en/ make an apple store appointment: http://www.apple.com/retail/geniusbar/ contact via phone: https://support.apple.com/ht201232 contact your carrier: https://support.apple.com/contact","charger,charger,button,charger,service,service,service,phone","macbook,start,macbook,pro,inch,macbook,startup,connect,charger,charge,lead,charger,plug,press,sleep,indicator,button,lead,blink,blink","laptop,charger,diagnose,device,service,contact,apple,support,visit,apple,store,apple,authorize,service,provider,place,start,service,request,apple,authorize,service,provider,make,apple,store,appointment,contact,phone,contact"
